rank,model,test,clean_rmse,clean_mae,clean_r2,feature_ablation,feature_noise,target_corruption,worst_group_rmse,best_group_rmse,mean_group_rmse,worst_group_gap,robust_penalty_raw,RobustScore,joint_rank_score
1,GB_Baseline,clean,0.11098313859827041,0.07342733238299352,0.9184046848437357,0.007386491066539459,-0.00011258416262984368,-4.7315515527994456e-05,0.1504024468360358,0.08185991950900547,0.10623758899754877,0.03941930823776538,0.011549858796744037,-0.011549858796744037,-0.6591235993701506
